10
3,4,1
99
1,1,0
2,1,0
3,1,1
4,1,1
5,1,2
6,1,2
7,1,2
8,1,5
9,1,2
10,1,4
1,2,1
2,2,1
3,2,2
4,2,1
5,2,1
6,2,5
7,2,2
8,2,5
9,2,9
10,2,6
1,3,4
2,3,1
3,3,7
4,3,0
5,3,0
6,3,4
7,3,6
8,3,3
9,3,11
10,3,6
1,4,3
2,4,0
4,4,2
5,4,3
6,4,6
7,4,8
8,4,11
9,4,12
10,4,12
1,5,1
2,5,1
3,5,3
4,5,4
5,5,1
6,5,2
7,5,0
8,5,5
9,5,8
10,5,10
1,6,2
2,6,4
3,6,2
4,6,4
5,6,3
6,6,3
7,6,4
8,6,13
9,6,8
10,6,11
1,7,0
2,7,0
3,7,0
4,7,6
5,7,3
6,7,5
7,7,4
8,7,3
9,7,3
10,7,13
1,8,0
2,8,0
3,8,1
4,8,4
5,8,2
6,8,2
7,8,4
8,8,2
9,8,6
10,8,2
1,9,0
2,9,0
3,9,3
4,9,4
5,9,1
6,9,1
7,9,0
8,9,0
9,9,2
10,9,5
1,10,0
2,10,0
3,10,0
4,10,0
5,10,0
6,10,0
7,10,0
8,10,0
9,10,0
10,10,0
