20
14,8,13
237
1,1,0
2,1,0
4,1,0
5,1,0
6,1,4
7,1,18
8,1,0
9,1,2
14,1,14
15,1,16
16,1,1
17,1,20
18,1,0
19,1,4
20,1,0
1,2,4
4,2,0
5,2,0
7,2,1
8,2,4
9,2,0
10,2,10
11,2,0
13,2,0
14,2,2
15,2,1
20,2,0
2,3,0
4,3,4
5,3,2
6,3,2
9,3,17
13,3,1
15,3,1
16,3,2
17,3,3
18,3,14
19,3,4
1,4,6
2,4,1
3,4,1
6,4,11
10,4,30
12,4,20
13,4,1
14,4,5
15,4,6
16,4,27
17,4,9
19,4,12
1,5,2
2,5,4
3,5,4
5,5,0
7,5,10
8,5,11
9,5,4
11,5,9
13,5,11
16,5,5
19,5,0
20,5,3
2,6,16
3,6,14
6,6,18
7,6,14
11,6,26
12,6,1
14,6,5
15,6,5
18,6,9
19,6,0
20,6,0
1,7,2
2,7,22
3,7,15
4,7,14
6,7,14
7,7,3
8,7,5
9,7,26
12,7,22
13,7,0
15,7,8
16,7,2
18,7,8
19,7,2
20,7,7
1,8,3
3,8,102
4,8,2
5,8,15
7,8,1
8,8,1
9,8,20
13,8,29
15,8,0
16,8,2
18,8,6
1,9,17
2,9,3
6,9,10
7,9,0
8,9,0
9,9,11
10,9,16
12,9,17
14,9,8
16,9,7
17,9,7
18,9,0
19,9,3
1,10,2
2,10,10
5,10,15
6,10,17
7,10,1
11,10,16
12,10,32
13,10,22
15,10,5
18,10,28
19,10,0
20,10,2
2,11,18
6,11,15
8,11,28
9,11,36
10,11,5
11,11,21
17,11,15
18,11,0
19,11,0
20,11,0
3,12,36
4,12,2
5,12,8
6,12,0
7,12,20
10,12,16
11,12,37
14,12,16
15,12,19
17,12,16
19,12,0
1,13,5
2,13,1
4,13,2
5,13,1
6,13,0
7,13,0
8,13,6
12,13,44
15,13,7
16,13,30
17,13,6
18,13,0
19,13,10
20,13,3
2,14,3
3,14,6
4,14,0
5,14,0
6,14,0
7,14,18
9,14,10
12,14,11
13,14,8
14,14,2
17,14,41
18,14,3
1,15,76
2,15,3
4,15,73
6,15,0
7,15,92
8,15,2
9,15,1
10,15,4
11,15,114
12,15,29
15,15,2
16,15,28
18,15,6
19,15,4
2,16,115
3,16,109
4,16,3
5,16,149
6,16,57
8,16,112
10,16,118
12,16,155
13,16,3
14,16,7
15,16,11
16,16,105
18,16,17
19,16,0
20,16,6
2,17,148
3,17,144
4,17,30
5,17,114
9,17,110
12,17,105
14,17,14
17,17,3
18,17,0
19,17,3
20,17,0
9,18,191
10,18,171
12,18,146
13,18,206
14,18,134
17,18,16
18,18,0
19,18,1
2,19,65
3,19,86
6,19,153
15,19,54
16,19,29
18,19,6
20,19,0
1,20,112
2,20,3
3,20,0
4,20,115
6,20,57
8,20,125
9,20,205
15,20,104
17,20,105
19,20,6
20,20,0
