14
14,5,4
132
2,1,14
3,1,2
5,1,2
6,1,16
7,1,1
8,1,23
10,1,50
12,1,22
13,1,0
1,2,8
3,2,8
4,2,4
7,2,20
9,2,12
10,2,23
11,2,16
12,2,5
13,2,3
14,2,4
1,3,7
3,3,3
4,3,4
5,3,1
6,3,11
8,3,34
11,3,27
12,3,8
1,4,5
3,4,5
4,4,2
5,4,11
6,4,13
7,4,20
10,4,24
11,4,1
12,4,9
14,4,25
1,5,1
2,5,1
3,5,3
4,5,9
6,5,5
10,5,23
11,5,5
12,5,5
1,6,1
2,6,9
3,6,0
4,6,6
5,6,1
6,6,11
7,6,7
9,6,13
10,6,17
11,6,8
12,6,0
13,6,1
14,6,1
1,7,1
2,7,2
3,7,5
4,7,1
5,7,7
6,7,2
8,7,29
9,7,7
12,7,13
13,7,3
14,7,1
1,8,5
5,8,6
6,8,1
7,8,9
10,8,6
11,8,12
12,8,4
13,8,2
14,8,1
1,9,0
2,9,9
3,9,2
4,9,1
5,9,3
6,9,7
7,9,15
9,9,6
11,9,12
12,9,4
13,9,1
14,9,0
2,10,5
4,10,4
5,10,14
7,10,10
9,10,9
10,10,9
11,10,9
12,10,0
13,10,1
14,10,2
1,11,5
3,11,4
5,11,4
8,11,18
9,11,11
12,11,29
13,11,6
1,12,0
3,12,6
4,12,2
5,12,7
7,12,9
8,12,10
11,12,3
12,12,3
13,12,4
1,13,0
2,13,3
3,13,1
6,13,17
7,13,0
9,13,3
11,13,1
12,13,5
2,14,0
3,14,18
4,14,5
5,14,0
10,14,8
11,14,1
12,14,3
14,14,2
