20
17,20,1
177
1,1,63
3,1,59
5,1,52
6,1,47
8,1,46
17,1,64
19,1,5
2,2,32
10,2,42
12,2,44
13,2,52
18,2,61
5,3,64
10,3,37
11,3,30
12,3,0
14,3,49
16,3,46
19,3,52
1,4,45
6,4,51
12,4,48
15,4,42
17,4,39
19,4,22
20,4,4
3,5,44
11,5,58
12,5,0
13,5,0
14,5,68
17,5,67
19,5,83
2,6,70
3,6,127
8,6,37
12,6,46
13,6,0
14,6,70
17,6,61
19,6,44
1,7,74
3,7,72
4,7,37
5,7,37
6,7,72
8,7,7
9,7,8
10,7,6
13,7,16
17,7,17
18,7,10
4,8,50
7,8,52
8,8,0
10,8,108
12,8,66
14,8,67
15,8,19
17,8,18
1,9,34
8,9,45
9,9,48
12,9,40
13,9,39
15,9,14
18,9,10
19,9,7
20,9,1
2,10,40
5,10,36
6,10,38
7,10,47
14,10,45
16,10,40
18,10,39
20,10,1
2,11,47
4,11,36
5,11,34
9,11,30
11,11,32
13,11,13
14,11,22
19,11,14
20,11,1
1,12,45
2,12,66
11,12,42
12,12,54
13,12,41
14,12,19
16,12,38
17,12,12
20,12,26
2,13,46
3,13,48
5,13,37
6,13,43
7,13,34
8,13,18
10,13,21
11,13,12
12,13,22
16,13,15
17,13,19
19,13,15
3,14,34
6,14,21
7,14,53
14,14,36
15,14,14
18,14,30
20,14,15
1,15,2
7,15,34
10,15,9
14,15,7
15,15,0
16,15,13
20,15,16
2,16,28
4,16,21
6,16,14
10,16,15
14,16,12
15,16,15
19,16,14
1,17,1
2,17,32
4,17,23
5,17,48
6,17,1
7,17,28
8,17,20
12,17,4
14,17,8
15,17,0
16,17,14
18,17,3
20,17,6
1,18,57
2,18,0
3,18,4
5,18,0
6,18,1
7,18,1
8,18,0
9,18,0
12,18,0
13,18,0
14,18,0
15,18,0
16,18,7
17,18,6
19,18,2
3,19,0
4,19,2
5,19,1
6,19,2
11,19,0
12,19,0
13,19,0
14,19,0
15,19,29
20,19,16
1,20,0
8,20,0
10,20,0
11,20,0
12,20,0
13,20,0
14,20,0
15,20,0
16,20,18
19,20,0
20,20,0
