17
9,4,7
177
1,1,2
2,1,3
3,1,2
4,1,12
5,1,8
7,1,16
8,1,10
9,1,15
10,1,15
12,1,48
17,1,32
2,2,3
4,2,20
7,2,22
9,2,13
12,2,29
17,2,29
1,3,4
3,3,38
6,3,25
7,3,3
8,3,25
9,3,5
11,3,6
12,3,11
13,3,20
14,3,18
15,3,2
17,3,3
1,4,1
2,4,19
6,4,10
8,4,15
12,4,16
13,4,12
14,4,8
15,4,3
16,4,6
17,4,2
1,5,1
2,5,35
4,5,11
6,5,16
7,5,0
8,5,10
11,5,18
12,5,1
13,5,30
15,5,7
16,5,3
17,5,0
1,6,25
4,6,18
5,6,12
6,6,10
7,6,7
8,6,14
9,6,8
10,6,4
11,6,5
12,6,15
13,6,6
15,6,28
16,6,8
17,6,0
1,7,17
3,7,3
4,7,19
5,7,13
7,7,5
10,7,10
13,7,3
14,7,30
17,7,7
1,8,7
2,8,15
3,8,10
5,8,7
7,8,8
8,8,15
9,8,4
11,8,9
12,8,11
13,8,9
14,8,5
17,8,4
2,9,7
3,9,16
4,9,28
5,9,19
7,9,21
9,9,8
10,9,14
11,9,9
13,9,4
14,9,11
17,9,32
1,10,2
2,10,4
5,10,10
6,10,17
7,10,9
8,10,12
11,10,19
13,10,22
14,10,1
15,10,10
17,10,13
3,11,6
5,11,5
6,11,4
7,11,4
8,11,11
10,11,18
14,11,1
15,11,18
2,12,4
3,12,5
5,12,2
7,12,2
8,12,0
9,12,7
10,12,13
12,12,17
13,12,3
14,12,5
15,12,10
16,12,21
17,12,0
1,13,19
2,13,3
3,13,3
5,13,2
6,13,11
7,13,1
8,13,9
11,13,4
13,13,2
14,13,3
17,13,8
2,14,1
4,14,16
6,14,11
8,14,10
9,14,11
11,14,23
12,14,0
14,14,0
15,14,6
17,14,5
2,15,0
3,15,4
4,15,0
6,15,0
9,15,7
12,15,6
13,15,0
14,15,4
17,15,1
1,16,0
2,16,0
10,16,1
12,16,6
14,16,0
15,16,0
16,16,5
17,16,1
3,17,0
4,17,0
6,17,0
8,17,0
9,17,0
10,17,7
11,17,9
13,17,0
14,17,0
17,17,2
