20
11,16,17
399
1,1,2
2,1,2
3,1,2
4,1,2
5,1,2
6,1,2
7,1,2
8,1,2
9,1,2
10,1,2
11,1,2
12,1,2
13,1,3
14,1,4
15,1,2
16,1,4
17,1,2
18,1,2
19,1,2
20,1,2
1,2,2
2,2,3
3,2,3
4,2,3
5,2,3
6,2,3
7,2,3
8,2,3
9,2,3
10,2,3
11,2,3
12,2,4
13,2,4
14,2,3
15,2,3
16,2,2
17,2,2
18,2,1
19,2,2
20,2,3
1,3,2
2,3,2
3,3,3
4,3,1
5,3,2
6,3,1
7,3,1
8,3,3
9,3,1
10,3,2
11,3,1
12,3,4
13,3,5
14,3,3
15,3,4
16,3,1
17,3,3
18,3,4
19,3,4
20,3,5
1,4,2
2,4,2
3,4,3
4,4,3
5,4,2
6,4,2
7,4,3
8,4,2
9,4,3
10,4,7
11,4,1
12,4,3
13,4,5
14,4,4
15,4,3
16,4,1
17,4,1
18,4,3
19,4,4
20,4,4
1,5,5
2,5,2
3,5,3
4,5,1
5,5,2
6,5,2
7,5,4
8,5,2
9,5,2
10,5,2
11,5,2
12,5,6
13,5,5
14,5,3
15,5,4
16,5,3
17,5,4
18,5,2
19,5,4
20,5,5
1,6,3
2,6,1
3,6,5
4,6,5
5,6,2
6,6,5
7,6,3
8,6,8
9,6,4
10,6,5
11,6,4
12,6,3
13,6,4
14,6,4
15,6,1
16,6,3
17,6,3
18,6,5
19,6,5
20,6,5
1,7,3
2,7,3
3,7,4
4,7,3
5,7,4
6,7,3
7,7,5
8,7,6
9,7,4
10,7,4
11,7,6
12,7,5
13,7,4
14,7,1
15,7,3
16,7,3
17,7,5
18,7,5
19,7,5
20,7,5
1,8,3
2,8,2
3,8,2
4,8,1
5,8,3
6,8,5
7,8,2
8,8,6
9,8,1
10,8,6
11,8,5
12,8,4
13,8,2
14,8,5
15,8,4
16,8,6
17,8,2
18,8,4
19,8,5
20,8,5
1,9,3
2,9,3
3,9,3
4,9,2
5,9,3
6,9,5
7,9,5
8,9,4
9,9,3
10,9,5
11,9,3
12,9,2
13,9,4
14,9,2
15,9,3
16,9,3
17,9,3
18,9,4
19,9,5
20,9,4
1,10,3
2,10,3
3,10,1
4,10,4
5,10,3
6,10,5
7,10,4
8,10,3
9,10,4
10,10,6
11,10,2
12,10,2
13,10,4
14,10,3
15,10,3
16,10,5
17,10,3
18,10,6
19,10,3
20,10,4
1,11,5
2,11,3
3,11,2
4,11,4
5,11,3
6,11,5
7,11,2
8,11,3
9,11,3
10,11,3
11,11,6
12,11,5
13,11,3
14,11,4
15,11,5
16,11,6
17,11,4
18,11,4
19,11,3
20,11,4
1,12,5
2,12,2
3,12,2
4,12,4
5,12,4
6,12,1
7,12,4
8,12,8
9,12,1
10,12,5
11,12,3
12,12,2
13,12,3
14,12,3
15,12,3
16,12,3
17,12,1
18,12,5
19,12,4
20,12,4
1,13,4
2,13,2
3,13,4
4,13,8
5,13,2
6,13,4
7,13,3
8,13,5
9,13,14
10,13,17
11,13,2
12,13,2
13,13,4
14,13,3
15,13,5
16,13,5
17,13,4
18,13,3
19,13,3
20,13,4
1,14,3
2,14,3
3,14,5
4,14,8
5,14,4
6,14,4
7,14,5
8,14,5
9,14,8
10,14,13
11,14,4
12,14,4
13,14,13
14,14,6
15,14,2
16,14,9
17,14,3
18,14,4
19,14,4
20,14,4
1,15,3
2,15,2
3,15,5
4,15,10
5,15,8
6,15,6
7,15,9
8,15,9
9,15,4
10,15,10
11,15,21
12,15,9
13,15,11
14,15,9
15,15,5
16,15,8
17,15,7
18,15,5
19,15,6
20,15,7
1,16,3
2,16,4
3,16,2
4,16,4
5,16,4
6,16,4
7,16,4
8,16,5
9,16,20
10,16,10
12,16,8
13,16,14
14,16,13
15,16,8
16,16,4
17,16,4
18,16,4
19,16,4
20,16,3
1,17,3
2,17,3
3,17,1
4,17,8
5,17,4
6,17,1
7,17,4
8,17,2
9,17,2
10,17,3
11,17,17
12,17,7
13,17,13
14,17,3
15,17,3
16,17,4
17,17,4
18,17,3
19,17,2
20,17,2
1,18,1
2,18,2
3,18,1
4,18,2
5,18,2
6,18,2
7,18,4
8,18,5
9,18,11
10,18,6
11,18,15
12,18,10
13,18,4
14,18,6
15,18,3
16,18,3
17,18,6
18,18,2
19,18,2
20,18,2
1,19,5
2,19,2
3,19,4
4,19,4
5,19,5
6,19,4
7,19,4
8,19,6
9,19,3
10,19,9
11,19,14
12,19,9
13,19,3
14,19,3
15,19,2
16,19,3
17,19,2
18,19,2
19,19,1
20,19,2
1,20,3
2,20,3
3,20,4
4,20,6
5,20,7
6,20,7
7,20,7
8,20,6
9,20,6
10,20,8
11,20,13
12,20,5
13,20,6
14,20,5
15,20,5
16,20,5
17,20,5
18,20,3
19,20,4
20,20,2
